x
-1 1
1 -0.38490499999999983 0.63718800000000009
2 -0.072534000000000098 0.63936599999999988
3 -0.47661200000000004 0.42380599999999991
4 -0.54860299999999995 0.059768999999999295
5 -0.61019900000000016 0.78399700000000028
6 -0.60806699999999969 0.37447000000000008
7 -0.34365099999999993 0.44435299999999955
8 -0.79150400000000021 0.28898299999999955
9 -0.56593599999999977 0.87743500000000019
10 -0.69415600000000044 0.16334300000000024
11 -0.30257100000000037 0.44117499999999943
12 -0.32132899999999998 0.7530439999999996
13 -0.10021600000000008 0.16596500000000014
14 -0.036477000000000093 0.41954399999999992
15 -0.26167830000000003 0.23407539999999993
16 -0.11519889999999999 0.1065370000000001
17 -0.29769299999999999 0.20948800000000012
18 -0.17596100000000003 0.066723999999999783
19 -0.10833899999999996 0.0785739999999997
20 -0.45694499999999993 0.040039000000000158
21 -0.19008899999999995 0.33050299999999999
22 -0.25747600000000004 0.10775000000000001
23 -0.11944200000000005 0.067973000000000061
24 -0.099285500000000027 0.34138210000000002
25 -0.0037396000000000026 0.0018308000000000005
26 -0.21816800000000036 0.22238999999999987
27 -0.027825999999999906 1.3484420000000001
28 -1.1229868000000001 0.12517489999999998
29 -0.48209099999999871 0.0078960000000005692
30 -0.6261050000000008 0.50947699999999951
31 -0.71484499999999951 0.85848999999999975
32 -0.28690000000000015 0.31202200000000069
33 -0.78616499999999956 0.20738600000000051
34 -0.19259500000000074 0.54890499999999953
35 -1.129149 0.13830299999999962
36 -0.82983999999999991 0.20148600000000005
37 -0.1599879999999998 0.64554899999999993
38 -0.023253160000000009 0.0070294099999999998
39 -0.041161098399999999 0.038430120000000005
40 -0.03942119999999999 0.032459299999999996
41 -0.034652100000000019 0.03951509999999997
42 -0.10415660000000002 0.046669099999999963
43 -0.086560999999999971 0.029482500000000023
44 -0.071308899999999981 0.024778900000000048
45 -0.071319999999999967 0.035977599999999998
46 -0.1040143 0.11410190000000003
47 -0.11489730000000004 0.032759199999999988
48 -0.092210800000000009 0.063011899999999982
49 -0.087821285999999998 0.06218143000000001
50 -7.9222908999999995e-05 8.6606821000000003e-05
51 -0.21816800000000036 0.22238999999999987
52 -0.027825999999999906 1.3484420000000001
53 -1.1229868000000001 0.12517489999999998
54 -0.48209099999999871 0.0078960000000005692
55 -0.6261050000000008 0.50947699999999951
56 -0.71484499999999951 0.85848999999999975
57 -0.28690000000000015 0.31202200000000069
58 -0.78616499999999956 0.20738600000000051
59 -0.19259500000000074 0.54890499999999953
60 -1.129149 0.13830299999999962
61 -0.82983999999999991 0.20148600000000005
62 -0.1599879999999998 0.64554899999999993
63 -0.023253160000000009 0.0070294099999999998
64 -0.041161098399999999 0.038430120000000005
65 -0.03942119999999999 0.032459299999999996
66 -0.034652100000000019 0.03951509999999997
67 -0.10415660000000002 0.046669099999999963
68 -0.086560999999999971 0.029482500000000023
69 -0.071308899999999981 0.024778900000000048
70 -0.071319999999999967 0.035977599999999998
71 -0.1040143 0.11410190000000003
72 -0.11489730000000004 0.032759199999999988
73 -0.092210800000000009 0.063011899999999982
74 -0.087821285999999998 0.06218143000000001
75 -7.9222908999999995e-05 8.6606821000000003e-05
76 -1.6274209999999998 0.40780299999999992
77 -2.0510579 1.6601110000000001
78 -1.8726280000000002 1.4517930000000003
79 -2.4544395000000003 1.4057985
